,index,year,exporter,importer,product,value,quantity
8192,4971471,2022,KEN,TZA,780420,0.154,0.15
8193,4971821,2022,KEN,TZA,850710,5724.295,2121.756
8194,4971822,2022,KEN,TZA,850720,3129.588,1514.726
8195,4973279,2022,KEN,ZMB,850710,490.695,187.876
8196,4973280,2022,KEN,ZMB,850720,46.733,18.387
8197,4973424,2022,PRK,KHM,850710,18.188,11.76
8198,4973521,2022,PRK,COL,850720,0.458,0.039
8199,4974370,2022,PRK,SEN,850710,10.497,25.155
8200,4974618,2022,PRK,ESP,850710,0.173,0.02
8201,4974774,2022,PRK,TZA,850710,91.359,59.069
8202,4975054,2022,KOR,ALB,850710,87.044,36.87
8203,4975613,2022,KOR,DZA,850720,0.382,0.123
8204,4976313,2022,KOR,AGO,850710,184.645,92.688
8205,4976314,2022,KOR,AGO,850720,11.712,0.49
8206,4976425,2022,KOR,ATG,850710,156.937,66.214
8207,4977102,2022,KOR,AZE,850710,257.379,102.36
8208,4978117,2022,KOR,ARG,850720,207.401,67.0
8209,4978719,2022,KOR,AUS,282490,1498.021,463.872
8210,4980162,2022,KOR,AUS,780110,82.265,39.581
8211,4980163,2022,KOR,AUS,780199,39.023,19.76
8212,4980164,2022,KOR,AUS,780600,2.298,884.772
8213,4980645,2022,KOR,AUS,850710,149073.562,53319.909
8214,4980646,2022,KOR,AUS,850720,3434.546,1046.583
8215,4981467,2022,KOR,AUT,381111,0.055,0.006
8216,4982257,2022,KOR,AUT,780600,45.738,0.131
8217,4982616,2022,KOR,AUT,850710,10919.354,4281.597
8218,4982617,2022,KOR,AUT,850720,145.409,39.93
8219,4983104,2022,KOR,BHS,850710,849.994,295.766
8220,4984135,2022,KOR,BHR,850710,1744.091,661.189
8221,4984136,2022,KOR,BHR,850720,0.655,0.1
8222,4985504,2022,KOR,BGD,780199,528.446,199.679
8223,4985505,2022,KOR,BGD,780200,95.713,45.936
8224,4985860,2022,KOR,BGD,850720,70.222,8.706
8225,4986743,2022,KOR,ARM,850710,404.572,149.444
8226,4986744,2022,KOR,ARM,850720,4.0,0.22
8227,4987051,2022,KOR,BRB,850710,491.13,181.756
8228,4988615,2022,KOR,BEL,850710,2051.07,759.074
8229,4988616,2022,KOR,BEL,850720,1750.082,497.758
8230,4989171,2022,KOR,BMU,850710,126.974,38.979
8231,4990136,2022,KOR,BOL,850710,450.724,168.978
8232,4990137,2022,KOR,BOL,850720,10.92,2.128
8233,4991067,2022,KOR,BIH,850710,37.405,11.223
8234,4991651,2022,KOR,BRA,282490,3.443,0.2
8235,4992662,2022,KOR,BRA,780600,23.725,9.99
8236,4993101,2022,KOR,BRA,850710,4984.32,1352.11
8237,4993102,2022,KOR,BRA,850720,153.302,48.933
8238,4993593,2022,KOR,BLZ,850710,791.813,249.743
8239,4993681,2022,KOR,SLB,850710,59.823,18.891
8240,4993708,2022,KOR,VGB,850710,64.301,20.903
8241,4994014,2022,KOR,BRN,850710,641.38,246.356
8242,4994891,2022,KOR,BGR,850710,159.191,52.635
8243,4996090,2022,KOR,MMR,780110,358.425,156.122
8244,4996387,2022,KOR,MMR,850710,6655.112,2606.84
8245,4996388,2022,KOR,MMR,850720,8.612,1.234
8246,4996754,2022,KOR,BDI,780419,0.091,0.02
8247,4998194,2022,KOR,KHM,780600,0.84,0.06
8248,4998514,2022,KOR,KHM,850710,1800.275,754.348
8249,4998515,2022,KOR,KHM,850720,33.487,10.114
8250,4999109,2022,KOR,CMR,850710,120.795,52.808
8251,5001357,2022,KOR,CAN,780110,1991.322,952.74
8252,5001358,2022,KOR,CAN,780199,0.584,0.794
8253,5001359,2022,KOR,CAN,780200,42.471,19.673
8254,5001360,2022,KOR,CAN,780600,0.014,0.002
8255,5001889,2022,KOR,CAN,850710,69057.434,26291.351
8256,5001890,2022,KOR,CAN,850720,237.704,81.959
8257,5002572,2022,KOR,CYM,850710,61.403,20.35
8258,5003529,2022,KOR,LKA,850710,91.697,35.911
8259,5005215,2022,KOR,CHL,850710,38587.403,13524.345
8260,5005216,2022,KOR,CHL,850720,322.697,62.796
8261,5008400,2022,KOR,CHN,780110,229.252,70.277
8262,5008401,2022,KOR,CHN,780199,36.753,10.463
8263,5008402,2022,KOR,CHN,780411,40.95,17.321
8264,5008403,2022,KOR,CHN,780420,0.01,
8265,5008404,2022,KOR,CHN,780600,305.38,24.319
8266,5009042,2022,KOR,CHN,850710,3968.836,1712.586
8267,5009043,2022,KOR,CHN,850720,373.874,88.5
8268,5010484,2022,KOR,COL,780110,655.605,298.085
8269,5010825,2022,KOR,COL,850710,5056.068,1967.129
8270,5010826,2022,KOR,COL,850720,1429.541,464.892
8271,5011212,2022,KOR,COM,850710,1.857,0.62
8272,5011487,2022,KOR,COD,850710,562.913,258.421
8273,5012424,2022,KOR,CRI,850710,1194.078,441.022
8274,5012425,2022,KOR,CRI,850720,50.168,17.838
8275,5013335,2022,KOR,HRV,850710,486.435,201.017
8276,5013336,2022,KOR,HRV,850720,53.278,16.897
8277,5013635,2022,KOR,CUB,850710,262.566,118.444
8278,5014271,2022,KOR,CYP,850710,6373.737,2689.886
8279,5014272,2022,KOR,CYP,850720,186.22,66.801
8280,5014687,2022,KOR,CZE,282410,107.522,40.0
8281,5015675,2022,KOR,CZE,780199,153.627,59.951
8282,5015676,2022,KOR,CZE,780600,6.216,0.772
8283,5016071,2022,KOR,CZE,850710,60.411,36.421
8284,5016072,2022,KOR,CZE,850720,52.002,18.422
8285,5016642,2022,KOR,BEN,850710,39.158,17.051
8286,5017854,2022,KOR,DNK,850710,222.92,71.307
8287,5017855,2022,KOR,DNK,850720,159.018,52.269
8288,5018337,2022,KOR,DMA,850710,127.134,58.304
8289,5018902,2022,KOR,DOM,850710,4801.312,2017.531
8290,5018903,2022,KOR,DOM,850720,0.555,0.109
8291,5019632,2022,KOR,ECU,850710,269.239,99.864
8292,5019633,2022,KOR,ECU,850720,0.793,0.11
8293,5020598,2022,KOR,SLV,850710,2106.556,763.341
8294,5020982,2022,KOR,GNQ,850710,72.525,33.157
8295,5020983,2022,KOR,GNQ,850720,10.545,0.708
8296,5021595,2022,KOR,ETH,850710,1503.873,672.457
8297,5021596,2022,KOR,ETH,850720,217.064,70.704
8298,5021860,2022,KOR,ERI,850710,493.324,194.931
8299,5022658,2022,KOR,EST,850710,85.45,39.038
8300,5022659,2022,KOR,EST,850720,361.663,135.724
8301,5023516,2022,KOR,FJI,780600,2.278,0.07
8302,5023735,2022,KOR,FJI,850710,607.256,181.056
8303,5023736,2022,KOR,FJI,850720,154.116,23.7
8304,5025179,2022,KOR,FIN,850710,975.566,536.868
8305,5025180,2022,KOR,FIN,850720,66.125,22.047
8306,5027116,2022,KOR,FRA,721020,0.127,0.003
8307,5027754,2022,KOR,FRA,850710,23556.7,8907.534
8308,5027755,2022,KOR,FRA,850720,1110.085,354.725
8309,5028490,2022,KOR,PYF,850710,95.588,36.477
8310,5028652,2022,KOR,DJI,850710,2973.907,1346.371
8311,5028800,2022,KOR,GAB,850710,264.359,114.259
8312,5029192,2022,KOR,GEO,850710,430.499,182.027
8313,5029349,2022,KOR,GMB,850710,148.984,60.495
8314,5029735,2022,KOR,DEU,282410,62.164,22.362
8315,5031299,2022,KOR,DEU,780600,0.094,0.143
8316,5031833,2022,KOR,DEU,850710,28063.747,11389.592
8317,5031834,2022,KOR,DEU,850720,3224.428,1066.877
8318,5032851,2022,KOR,GHA,850710,4199.666,1871.303
8319,5033970,2022,KOR,GRC,850710,16719.866,6547.496
8320,5033971,2022,KOR,GRC,850720,157.626,36.755
8321,5034346,2022,KOR,GRD,850710,213.122,65.529
8322,5035128,2022,KOR,GUM,850710,87.868,33.121
8323,5036441,2022,KOR,GTM,780419,0.266,0.011
8324,5036442,2022,KOR,GTM,780600,0.245,0.044
8325,5036825,2022,KOR,GTM,850710,5252.125,2078.749
8326,5036826,2022,KOR,GTM,850720,57.154,19.768
8327,5037412,2022,KOR,GIN,850710,293.971,96.87
8328,5037570,2022,KOR,GUY,850710,272.331,123.296
8329,5037571,2022,KOR,GUY,850720,11.962,2.16
8330,5037809,2022,KOR,HTI,850710,3751.665,1427.904
8331,5038154,2022,KOR,HND,850710,1027.272,417.946
8332,5040290,2022,KOR,HKG,780411,242.089,9.376
8333,5040291,2022,KOR,HKG,780600,2.486,0.924
8334,5040699,2022,KOR,HKG,850710,9277.029,3378.603
8335,5040700,2022,KOR,HKG,850720,1496.574,473.854
8336,5042654,2022,KOR,HUN,850710,1378.654,565.026
8337,5042655,2022,KOR,HUN,850720,402.475,48.313
8338,5043880,2022,KOR,ISL,850710,150.013,42.1
8339,5043881,2022,KOR,ISL,850720,18.529,4.455
8340,5044484,2022,KOR,IDN,260700,16.19,40.647
8341,5044548,2022,KOR,IDN,282490,88.811,21.176
8342,5046316,2022,KOR,IDN,721020,909.685,544.015
8343,5046611,2022,KOR,IDN,780110,41414.714,18977.172
8344,5046612,2022,KOR,IDN,780191,1805.357,769.652
8345,5046613,2022,KOR,IDN,780199,1822.191,761.893
8346,5046614,2022,KOR,IDN,780420,132.75,11.32
8347,5046615,2022,KOR,IDN,780600,54.753,1.385
8348,5047226,2022,KOR,IDN,850710,16555.958,7302.989
8349,5047227,2022,KOR,IDN,850720,1339.081,333.334
8350,5048868,2022,KOR,IRQ,780419,4.93,1.24
8351,5048869,2022,KOR,IRQ,780600,0.775,0.228
8352,5049111,2022,KOR,IRQ,850710,44109.785,20628.354
8353,5049112,2022,KOR,IRQ,850720,519.787,162.081
8354,5050834,2022,KOR,IRL,850710,1021.135,437.242
8355,5050835,2022,KOR,IRL,850720,27.585,0.022
8356,5052517,2022,KOR,ISR,850710,2852.43,958.906
8357,5052518,2022,KOR,ISR,850720,216.463,61.625
8358,5054309,2022,KOR,ITA,780110,646.107,294.436
8359,5054715,2022,KOR,ITA,850710,13744.04,4581.186
8360,5054716,2022,KOR,ITA,850720,488.628,145.849
8361,5055493,2022,KOR,CIV,850710,960.016,384.559
8362,5055494,2022,KOR,CIV,850720,4.833,0.615
8363,5055863,2022,KOR,JAM,850710,3003.064,1172.362
8364,5055864,2022,KOR,JAM,850720,1367.928,508.9
8365,5056446,2022,KOR,JPN,282490,5.025,1.019
8366,5058514,2022,KOR,JPN,780110,12814.171,5256.94
8367,5058515,2022,KOR,JPN,780199,1347.465,600.998
8368,5058516,2022,KOR,JPN,780411,10.496,1.982
8369,5058517,2022,KOR,JPN,780419,51.195,13.834
8370,5058518,2022,KOR,JPN,780600,49.698,7.742
8371,5059128,2022,KOR,JPN,850710,170709.369,70412.869
8372,5059129,2022,KOR,JPN,850720,7568.95,2684.791
8373,5060543,2022,KOR,KAZ,780600,11.452,3.009
8374,5060875,2022,KOR,KAZ,850710,1311.857,583.079
8375,5060876,2022,KOR,KAZ,850720,226.495,58.983
8376,5062013,2022,KOR,JOR,850710,3191.491,1330.344
8377,5062014,2022,KOR,JOR,850720,92.431,25.47
8378,5062923,2022,KOR,KEN,780600,4.251,4.468
8379,5063231,2022,KOR,KEN,850710,731.263,271.134
8380,5063232,2022,KOR,KEN,850720,88.398,26.551
8381,5064758,2022,KOR,KWT,850710,5523.452,2419.562
8382,5064759,2022,KOR,KWT,850720,117.6,36.993
8383,5065502,2022,KOR,KGZ,721020,0.2,0.5
8384,5065728,2022,KOR,KGZ,850710,481.04,95.71
8385,5065729,2022,KOR,KGZ,850720,1.407,0.21
8386,5066384,2022,KOR,LAO,850710,1014.122,441.616
8387,5066385,2022,KOR,LAO,850720,3.829,0.552
8388,5066939,2022,KOR,LBN,850710,13517.588,5768.197
8389,5066940,2022,KOR,LBN,850720,99.074,31.735
8390,5068043,2022,KOR,LBR,850710,87.444,37.235
8391,5068399,2022,KOR,LBY,850710,20801.134,9026.145
8392,5068400,2022,KOR,LBY,850720,230.453,70.491
8393,5070086,2022,KOR,LUX,850710,3.972,1.666
8394,5070087,2022,KOR,LUX,850720,0.299,0.124
8395,5071046,2022,KOR,MAC,850710,609.315,144.099
8396,5071047,2022,KOR,MAC,850720,1.333,0.43
8397,5071657,2022,KOR,MDG,850710,170.076,56.479
8398,5071658,2022,KOR,MDG,850720,0.151,0.085
8399,5071892,2022,KOR,MWI,850710,83.758,36.082
8400,5072273,2022,KOR,MYS,260700,19.804,43.365
8401,5072342,2022,KOR,MYS,282490,10.382,3.0
8402,5073761,2022,KOR,MYS,721020,198.45,172.93
8403,5074031,2022,KOR,MYS,780110,11717.283,5266.111
8404,5074032,2022,KOR,MYS,780191,5361.812,2251.854
8405,5074033,2022,KOR,MYS,780199,928.869,405.467
8406,5074034,2022,KOR,MYS,780200,3165.247,646.62
8407,5074035,2022,KOR,MYS,780419,593.699,1556.735
8408,5074036,2022,KOR,MYS,780600,2.488,1.533
8409,5074564,2022,KOR,MYS,850710,23858.603,9454.128
8410,5074565,2022,KOR,MYS,850720,865.785,271.841
8411,5074778,2022,KOR,MYS,854911,1.12,0.012
8412,5075571,2022,KOR,MDV,850710,195.635,63.296
8413,5075572,2022,KOR,MDV,850720,73.161,18.132
8414,5076270,2022,KOR,MLT,850710,756.576,269.209
8415,5077123,2022,KOR,MUS,850710,1348.218,472.057
8416,5077124,2022,KOR,MUS,850720,3.658,0.447
8417,5077482,2022,KOR,MEX,282490,173.939,69.0
8418,5078614,2022,KOR,MEX,780600,35.2,2.24
8419,5079089,2022,KOR,MEX,850710,11402.978,4296.807
8420,5079090,2022,KOR,MEX,850720,718.965,224.592
8421,5079879,2022,KOR,S19,282410,0.313,0.009
8422,5079880,2022,KOR,S19,282490,0.035,
8423,5081589,2022,KOR,S19,780110,1334.439,571.937
8424,5081590,2022,KOR,S19,780191,149.352,60.247
8425,5081591,2022,KOR,S19,780199,7502.024,2936.834
8426,5081592,2022,KOR,S19,780419,0.089,
8427,5081593,2022,KOR,S19,780420,0.075,0.001
8428,5081594,2022,KOR,S19,780600,4.155,1.923
8429,5082079,2022,KOR,S19,850710,27316.547,10325.841
8430,5082080,2022,KOR,S19,850720,1168.623,314.893
8431,5083974,2022,KOR,MNG,780600,0.259,0.007
8432,5084371,2022,KOR,MNG,850710,8048.594,2902.787
8433,5084372,2022,KOR,MNG,850720,612.97,42.027
8434,5085411,2022,KOR,MNE,850710,106.104,24.167
8435,5085657,2022,KOR,MAR,282410,48.55,18.0
8436,5085658,2022,KOR,MAR,282490,132.997,54.0
8437,5086589,2022,KOR,MAR,850710,24.632,9.94
8438,5086590,2022,KOR,MAR,850720,0.1,0.11
8439,5087198,2022,KOR,MOZ,850710,1240.071,517.97
8440,5088096,2022,KOR,OMN,850710,1523.28,710.664
8441,5088097,2022,KOR,OMN,850720,235.207,64.344
8442,5088511,2022,KOR,NAM,780600,13.872,1.48
8443,5088635,2022,KOR,NAM,850710,24.911,6.195
8444,5089566,2022,KOR,NPL,850710,36.671,18.95
8445,5090071,2022,KOR,NLD,260700,5.005,0.135
8446,5091444,2022,KOR,NLD,780110,1866.704,785.622
8447,5091445,2022,KOR,NLD,780600,47.397,79.744
8448,5091894,2022,KOR,NLD,850710,14591.022,5739.906
8449,5091895,2022,KOR,NLD,850720,1365.931,448.245
8450,5092496,2022,KOR,CUW,850710,512.065,182.512
8451,5092568,2022,KOR,ABW,850710,253.426,101.157
8452,5092618,2022,KOR,SXM,850710,52.417,19.08
8453,5093107,2022,KOR,VUT,850710,55.5,14.532
8454,5095072,2022,KOR,NZL,850710,26850.928,10609.914
8455,5095073,2022,KOR,NZL,850720,267.414,80.374
8456,5096111,2022,KOR,NIC,721020,0.15,0.002
8457,5096491,2022,KOR,NIC,850710,1425.691,512.91
8458,5096492,2022,KOR,NIC,850720,1043.661,242.585
8459,5096838,2022,KOR,NER,850710,40.016,17.788
8460,5097893,2022,KOR,NGA,850710,24797.835,10533.552
8461,5097894,2022,KOR,NGA,850720,273.822,83.304
8462,5099519,2022,KOR,NOR,850710,2080.2,1562.186
8463,5099520,2022,KOR,NOR,850720,279.957,78.138
8464,5100362,2022,KOR,MNP,850710,206.828,79.283
8465,5100886,2022,KOR,PAK,282410,440.211,179.653
8466,5100887,2022,KOR,PAK,282490,898.692,380.752
8467,5101754,2022,KOR,PAK,721020,43.704,42.8
8468,5101913,2022,KOR,PAK,780191,25.796,10.47
8469,5101914,2022,KOR,PAK,780199,5.477,1.203
8470,5102352,2022,KOR,PAK,850710,56.334,19.856
8471,5102353,2022,KOR,PAK,850720,538.78,192.998
8472,5103268,2022,KOR,PAN,780600,0.1,0.013
8473,5103535,2022,KOR,PAN,850710,5360.323,2061.549
8474,5103536,2022,KOR,PAN,850720,160.514,39.831
8475,5104028,2022,KOR,PNG,850710,750.903,274.612
8476,5104029,2022,KOR,PNG,850720,11.42,2.24
8477,5104810,2022,KOR,PRY,850710,2330.902,867.136
8478,5104811,2022,KOR,PRY,850720,0.282,0.001
8479,5105954,2022,KOR,PER,780110,287.176,134.635
8480,5105955,2022,KOR,PER,780199,0.503,0.01
8481,5105956,2022,KOR,PER,780600,765.866,303.543
8482,5106342,2022,KOR,PER,850710,7666.784,2781.393
8483,5106343,2022,KOR,PER,850720,7.644,1.818
8484,5108461,2022,KOR,PHL,780110,105.498,40.445
8485,5108462,2022,KOR,PHL,780199,273.734,5.528
8486,5108463,2022,KOR,PHL,780600,53.828,1.679
8487,5108964,2022,KOR,PHL,850710,4537.561,1777.103
8488,5108965,2022,KOR,PHL,850720,617.617,132.645
8489,5110821,2022,KOR,POL,780110,0.095,0.008
8490,5110822,2022,KOR,POL,780600,56.396,10.516
8491,5111292,2022,KOR,POL,850710,11525.193,4867.574
8492,5111293,2022,KOR,POL,850720,1919.502,358.696
8493,5113063,2022,KOR,PRT,850710,497.378,197.48
8494,5113064,2022,KOR,PRT,850720,45.591,16.947
8495,5114279,2022,KOR,QAT,780110,64.044,24.656
8496,5114541,2022,KOR,QAT,850710,11151.634,4573.013
8497,5114542,2022,KOR,QAT,850720,223.455,155.137
8498,5115891,2022,KOR,ROU,850710,47.715,18.285
8499,5115892,2022,KOR,ROU,850720,78.497,22.785
8500,5117484,2022,KOR,RUS,780419,0.134,0.001
8501,5117485,2022,KOR,RUS,780600,113.063,1.211
8502,5117918,2022,KOR,RUS,850710,48178.095,19507.747
8503,5117919,2022,KOR,RUS,850720,10.301,1.88
8504,5118620,2022,KOR,LCA,850710,330.657,125.098
8505,5118643,2022,KOR,VCT,850710,573.846,227.62
8506,5119698,2022,KOR,SAU,780110,12.146,5.4
8507,5119699,2022,KOR,SAU,780411,9.96,7.76
8508,5119700,2022,KOR,SAU,780600,0.57,0.008
8509,5120077,2022,KOR,SAU,850710,77457.282,38942.34
8510,5120078,2022,KOR,SAU,850720,230.767,63.708
8511,5121008,2022,KOR,SEN,850710,482.643,171.409
8512,5121009,2022,KOR,SEN,850720,65.384,24.149
8513,5122088,2022,KOR,SRB,850710,111.165,28.477
8514,5122089,2022,KOR,SRB,850720,44.709,8.405
8515,5122923,2022,KOR,IND,282490,55.922,23.5
8516,5123310,2022,KOR,IND,381111,12.862,0.098
8517,5124498,2022,KOR,IND,780110,57580.41,24447.283
8518,5124499,2022,KOR,IND,780191,15889.887,6911.405
8519,5124500,2022,KOR,IND,780199,50417.968,17189.482
8520,5124501,2022,KOR,IND,780200,614.647,318.784
8521,5124502,2022,KOR,IND,780600,12.441,0.17
8522,5125091,2022,KOR,IND,850710,4981.061,1556.067
8523,5125092,2022,KOR,IND,850720,479.627,77.5
8524,5125305,2022,KOR,IND,854911,794.436,689.851
8525,5126175,2022,KOR,SGP,282410,3.987,0.009
8526,5127870,2022,KOR,SGP,780110,1977.177,1003.92
8527,5127871,2022,KOR,SGP,780600,12.997,0.724
8528,5128398,2022,KOR,SGP,850710,9648.656,3356.519
8529,5128399,2022,KOR,SGP,850720,938.376,267.686
8530,5130289,2022,KOR,SVK,850710,282.973,96.16
8531,5130290,2022,KOR,SVK,850720,0.454,0.04
8532,5131168,2022,KOR,VNM,260700,104.511,
8533,5131248,2022,KOR,VNM,282410,241.045,101.051
8534,5131249,2022,KOR,VNM,282490,1.458,0.616
8535,5133460,2022,KOR,VNM,780110,182275.72,78680.786
8536,5133461,2022,KOR,VNM,780191,1789.438,641.863
8537,5133462,2022,KOR,VNM,780199,86341.149,35866.369
8538,5133463,2022,KOR,VNM,780411,145.197,39.402
8539,5133464,2022,KOR,VNM,780419,352.563,99.922
8540,5133465,2022,KOR,VNM,780600,2180.545,190.387
8541,5134104,2022,KOR,VNM,850710,27231.34,10566.574
8542,5134105,2022,KOR,VNM,850720,2863.259,900.149
8543,5135813,2022,KOR,SVN,850710,11.545,2.007
8544,5135814,2022,KOR,SVN,850720,105.568,22.181
8545,5136226,2022,KOR,SOM,850710,5365.497,2292.753
8546,5136427,2022,KOR,ZAF,282410,0.342,0.06
8547,5137455,2022,KOR,ZAF,780110,737.697,293.695
8548,5137456,2022,KOR,ZAF,780600,4.824,6.88
8549,5137869,2022,KOR,ZAF,850710,7484.644,2593.705
8550,5137870,2022,KOR,ZAF,850720,2228.953,567.196
8551,5140227,2022,KOR,ESP,850710,15860.817,6488.335
8552,5140228,2022,KOR,ESP,850720,1618.092,918.212
8553,5141054,2022,KOR,SDN,850710,19442.593,7818.42
8554,5141055,2022,KOR,SDN,850720,498.508,127.434
8555,5141239,2022,KOR,SUR,850710,235.258,99.176
8556,5141305,2022,KOR,SWZ,850710,163.615,54.27
8557,5142732,2022,KOR,SWE,850710,25930.152,7100.785
8558,5142733,2022,KOR,SWE,850720,6793.78,1521.373
8559,5144869,2022,KOR,CHE,850710,2549.831,812.771
8560,5144870,2022,KOR,CHE,850720,261.06,48.653
8561,5145802,2022,KOR,TJK,850710,11.583,0.592
8562,5146217,2022,KOR,THA,260700,26.162,40.956
8563,5146284,2022,KOR,THA,282410,0.206,0.021
8564,5146285,2022,KOR,THA,282490,1207.088,534.973
8565,5148220,2022,KOR,THA,780110,16033.787,7072.083
8566,5148221,2022,KOR,THA,780199,7123.475,2233.876
8567,5148222,2022,KOR,THA,780411,2.025,0.108
8568,5148223,2022,KOR,THA,780419,58.994,0.2
8569,5148224,2022,KOR,THA,780420,0.037,
8570,5148225,2022,KOR,THA,780600,67.956,14.311
8571,5148812,2022,KOR,THA,850710,33397.037,10393.787
8572,5148813,2022,KOR,THA,850720,377.859,101.877
8573,5149036,2022,KOR,THA,854911,5.174,20.158
8574,5149591,2022,KOR,TGO,850710,33.344,15.524
8575,5149853,2022,KOR,TTO,850710,1288.71,478.327
8576,5149854,2022,KOR,TTO,850720,3.379,0.58
8577,5150291,2022,KOR,ARE,282490,0.67,0.17
8578,5151726,2022,KOR,ARE,780600,0.28,0.041
8579,5152253,2022,KOR,ARE,850710,55478.872,23934.533
8580,5152254,2022,KOR,ARE,850720,1634.66,518.967
8581,5154797,2022,KOR,TUR,780600,213.346,86.371
8582,5155255,2022,KOR,TUR,850710,15369.363,3153.942
8583,5155256,2022,KOR,TUR,850720,1067.826,312.006
8584,5155970,2022,KOR,UGA,850710,424.643,164.577
8585,5156474,2022,KOR,UKR,850710,133.576,54.754
8586,5157163,2022,KOR,MKD,850710,23.993,6.342
8587,5158602,2022,KOR,EGY,850710,1081.701,468.425
8588,5158603,2022,KOR,EGY,850720,531.06,120.669
8589,5161144,2022,KOR,GBR,850710,90762.266,35488.713
8590,5161145,2022,KOR,GBR,850720,3827.02,1050.915
8591,5161359,2022,KOR,GBR,854911,30.291,1.75
8592,5162421,2022,KOR,TZA,850710,2207.353,993.153
8593,5162422,2022,KOR,TZA,850720,0.824,0.665
8594,5163280,2022,KOR,USA,282490,0.267,0.001
8595,5165314,2022,KOR,USA,780110,293386.528,122974.602
8596,5165315,2022,KOR,USA,780191,77.895,33.847
8597,5165316,2022,KOR,USA,780600,185.827,37.777
8598,5165978,2022,KOR,USA,850710,496262.444,187712.048
8599,5165979,2022,KOR,USA,850720,19588.201,6589.839
8600,5166208,2022,KOR,USA,854911,86.569,20.22
8601,5166810,2022,KOR,BFA,850710,16.358,5.106
8602,5167531,2022,KOR,URY,850710,174.087,70.818
8603,5167532,2022,KOR,URY,850720,46.559,14.545
8604,5168732,2022,KOR,UZB,850710,7758.127,3167.566
8605,5168733,2022,KOR,UZB,850720,1864.895,686.882
8606,5169225,2022,KOR,VEN,850710,41.378,17.537
8607,5169424,2022,KOR,WSM,850710,96.382,33.104
8608,5169599,2022,KOR,YEM,850710,8035.033,3236.402
8609,5169812,2022,KOR,ZMB,850710,410.057,109.099
8610,5171706,2022,KWT,CHN,780191,175.769,110.896
8611,5171707,2022,KWT,CHN,780199,73.573,36.652
8612,5173349,2022,KWT,HKG,850720,19.149,4.567
8613,5173593,2022,KWT,IDN,850710,1.805,0.04
8614,5174800,2022,KWT,ITA,780200,10.583,6.341
8615,5174969,2022,KWT,JPN,850710,1.358,0.475
8616,5175606,2022,KWT,KOR,780200,2405.584,1441.295
8617,5176899,2022,KWT,OMN,780600,0.226,
8618,5177103,2022,KWT,OMN,850710,14.15,4.88
8619,5177104,2022,KWT,OMN,850720,16.571,4.27
8620,5177518,2022,KWT,NLD,260700,0.054,0.002
8621,5177802,2022,KWT,NLD,780600,65.229,1.386
8622,5178328,2022,KWT,PAK,850720,0.21,0.055
8623,5178339,2022,KWT,PAK,854911,590.283,1105.11
8624,5181282,2022,KWT,IND,260700,54.744,82.58
8625,5181443,2022,KWT,IND,721020,32.24,11.823
8626,5181512,2022,KWT,IND,780200,4906.816,3613.908
8627,5181633,2022,KWT,IND,850710,0.392,0.137
8628,5181666,2022,KWT,IND,854911,14985.986,14530.265
8629,5184356,2022,KWT,ARE,780110,221.823,121.81
8630,5184357,2022,KWT,ARE,780200,535.096,554.827
8631,5186606,2022,KWT,USA,850710,5135.053,1795.933
8632,5187936,2022,KGZ,FRA,780199,0.043,0.014
8633,5189675,2022,KGZ,KAZ,780191,154.121,43.979
8634,5189676,2022,KGZ,KAZ,780600,361.658,40.0
8635,5189941,2022,KGZ,KAZ,850720,6.172,1.679
8636,5190058,2022,KGZ,KAZ,854911,1325.123,1692.91
8637,5191327,2022,KGZ,RUS,260700,189.804,149.648
8638,5191806,2022,KGZ,RUS,780199,488.257,231.681
8639,5191807,2022,KGZ,RUS,780200,140.363,120.487
8640,5191978,2022,KGZ,RUS,850710,258.852,37.94
8641,5192592,2022,KGZ,THA,850720,14.336,
8642,5193025,2022,KGZ,TUR,780191,2130.787,969.449
8643,5193026,2022,KGZ,TUR,780199,5291.611,2388.314
8644,5193367,2022,KGZ,USA,780419,0.025,0.002
8645,5193987,2022,KGZ,UZB,850720,3.24,1.48
8646,5194849,2022,LAO,CHN,260700,8371.026,7194.09
8647,5195041,2022,LAO,CHN,780199,15634.386,8375.784
8648,5196723,2022,LAO,KOR,780199,344.996,180.644
8649,5197704,2022,LAO,SGP,780600,107.487,2.803
8650,5197906,2022,LAO,VNM,260700,20.896,
8651,5197973,2022,LAO,VNM,780199,113.874,55.422
8652,5198608,2022,LAO,THA,260700,29.051,19.09
8653,5199074,2022,LAO,THA,850720,1807.387,23.32
8654,5200464,2022,LBN,BHR,780600,9.062,2.1
8655,5200993,2022,LBN,BIH,780600,0.597,0.16
8656,5201253,2022,LBN,BGR,850720,1.277,0.25
8657,5201820,2022,LBN,CAN,780600,117.469,142.001
8658,5202715,2022,LBN,CYP,780600,2.928,0.552
8659,5203573,2022,LBN,BEN,850720,1.782,0.302
8660,5203852,2022,LBN,SLV,780600,0.766,0.074
8661,5203975,2022,LBN,EST,780600,0.017,0.002
8662,5205621,2022,LBN,GRC,780110,9510.019,4495.93
8663,5205622,2022,LBN,GRC,780191,1862.386,774.81
8664,5205623,2022,LBN,GRC,780199,265.207,124.9
8665,5206379,2022,LBN,ITA,780110,5766.868,2906.25
8666,5206523,2022,LBN,JPN,780600,43.351,11.342
8667,5207790,2022,LBN,KWT,780600,527.047,
