,index,year,exporter,importer,product,value,quantity
2321,1422327,2022,CHN,AGO,850710,6489.146,3158.579
2322,1422328,2022,CHN,AGO,850720,1437.545,393.118
2323,1423294,2022,CHN,ATG,780600,0.001,
2324,1423505,2022,CHN,ATG,850710,126.749,52.591
2325,1425545,2022,CHN,AZE,780600,1.299,0.499
2326,1426153,2022,CHN,AZE,850710,538.71,204.184
2327,1426154,2022,CHN,AZE,850720,3188.505,973.806
2328,1428792,2022,CHN,ARG,780600,0.291,0.001
2329,1429428,2022,CHN,ARG,850710,4612.412,1223.02
2330,1429429,2022,CHN,ARG,850720,25735.522,5785.459
2331,1430654,2022,CHN,AUS,282490,6.336,2.01
2332,1433090,2022,CHN,AUS,780110,8.038,3.238
2333,1433091,2022,CHN,AUS,780199,12.549,3.783
2334,1433092,2022,CHN,AUS,780411,21.286,4.698
2335,1433093,2022,CHN,AUS,780419,30.641,7.653
2336,1433094,2022,CHN,AUS,780600,195.688,27.419
2337,1433800,2022,CHN,AUS,850710,34159.154,11049.69
2338,1433801,2022,CHN,AUS,850720,101400.388,27087.07
2339,1434809,2022,CHN,AUT,282410,0.018,0.003
2340,1434810,2022,CHN,AUT,282490,12.382,0.55
2341,1436505,2022,CHN,AUT,721020,7.058,0.101
2342,1436764,2022,CHN,AUT,780411,0.025,0.001
2343,1436765,2022,CHN,AUT,780419,1.695,0.149
2344,1436766,2022,CHN,AUT,780420,0.279,0.003
2345,1436767,2022,CHN,AUT,780600,11.771,0.116
2346,1437412,2022,CHN,AUT,850710,224.748,58.794
2347,1437413,2022,CHN,AUT,850720,8426.01,1923.736
2348,1438979,2022,CHN,BHS,850710,12.983,3.27
2349,1438980,2022,CHN,BHS,850720,1632.87,430.592
2350,1441436,2022,CHN,BHR,780411,0.061,0.02
2351,1441437,2022,CHN,BHR,780419,5.644,1.85
2352,1441438,2022,CHN,BHR,780600,0.933,5.67
2353,1442055,2022,CHN,BHR,850710,1368.937,702.831
2354,1442056,2022,CHN,BHR,850720,1332.854,398.626
2355,1444995,2022,CHN,BGD,780110,235.693,100.05
2356,1444996,2022,CHN,BGD,780199,1836.908,643.072
2357,1444997,2022,CHN,BGD,780419,1953.404,637.377
2358,1444998,2022,CHN,BGD,780600,99.174,41.304
2359,1445642,2022,CHN,BGD,850710,49.408,6.57
2360,1445643,2022,CHN,BGD,850720,4695.454,767.202
2361,1446784,2022,CHN,ARM,381111,0.817,0.365
2362,1448067,2022,CHN,ARM,780600,0.038,0.001
2363,1448672,2022,CHN,ARM,850710,112.873,45.487
2364,1448673,2022,CHN,ARM,850720,786.805,168.083
2365,1449947,2022,CHN,BRB,780600,0.646,0.232
2366,1450258,2022,CHN,BRB,850720,11.539,10.627
2367,1450934,2022,CHN,BEL,260700,0.096,0.003
2368,1453315,2022,CHN,BEL,780110,2143.4,1002.08
2369,1453316,2022,CHN,BEL,780199,4.005,0.95
2370,1453317,2022,CHN,BEL,780419,1.646,0.183
2371,1453318,2022,CHN,BEL,780420,0.108,0.002
2372,1453319,2022,CHN,BEL,780600,37.102,1.232
2373,1454005,2022,CHN,BEL,850710,9661.342,2991.376
2374,1454006,2022,CHN,BEL,850720,15490.716,3569.185
2375,1455564,2022,CHN,BMU,850710,20.917,7.728
2376,1455565,2022,CHN,BMU,850720,0.975,0.282
2377,1458870,2022,CHN,BOL,780419,1.455,0.625
2378,1458871,2022,CHN,BOL,780600,5.261,0.5
2379,1459536,2022,CHN,BOL,850710,730.148,214.444
2380,1459537,2022,CHN,BOL,850720,829.754,208.367
2381,1462080,2022,CHN,BIH,780419,10.307,10.764
2382,1462081,2022,CHN,BIH,780600,24.119,11.689
2383,1462675,2022,CHN,BIH,850710,265.311,64.724
2384,1462676,2022,CHN,BIH,850720,319.754,66.544
2385,1464712,2022,CHN,BWA,780419,1.727,0.695
2386,1464713,2022,CHN,BWA,780600,0.086,0.013
2387,1465269,2022,CHN,BWA,850710,343.329,265.61
2388,1465270,2022,CHN,BWA,850720,646.898,206.658
2389,1466781,2022,CHN,BRA,381111,1127.969,21.0
2390,1468539,2022,CHN,BRA,780110,0.051,0.001
2391,1468540,2022,CHN,BRA,780411,0.001,
2392,1468541,2022,CHN,BRA,780419,5.202,0.97
2393,1468542,2022,CHN,BRA,780600,232.715,317.009
2394,1469251,2022,CHN,BRA,850710,2918.537,773.438
2395,1469252,2022,CHN,BRA,850720,59262.024,17152.748
2396,1470849,2022,CHN,BLZ,850710,6.47,1.542
2397,1470850,2022,CHN,BLZ,850720,53.136,13.34
2398,1472172,2022,CHN,SLB,850710,212.758,115.264
2399,1472173,2022,CHN,SLB,850720,336.098,49.936
2400,1474091,2022,CHN,BRN,780419,0.256,0.09
2401,1474092,2022,CHN,BRN,780600,0.06,0.006
2402,1474531,2022,CHN,BRN,850710,1226.385,526.466
2403,1474532,2022,CHN,BRN,850720,362.453,20.258
2404,1476973,2022,CHN,BGR,780411,0.001,0.001
2405,1476974,2022,CHN,BGR,780600,13.733,3.285
2406,1477602,2022,CHN,BGR,850710,225.873,85.349
2407,1477603,2022,CHN,BGR,850720,3274.674,977.901
2408,1480492,2022,CHN,MMR,721020,9.155,3.273
2409,1480792,2022,CHN,MMR,780110,173.838,80.0
2410,1480793,2022,CHN,MMR,780411,21.727,27.84
2411,1480794,2022,CHN,MMR,780419,18.281,51.604
2412,1480795,2022,CHN,MMR,780600,0.899,0.849
2413,1481470,2022,CHN,MMR,850710,15949.036,4807.656
2414,1481471,2022,CHN,MMR,850720,27502.613,6397.008
2415,1482248,2022,CHN,BDI,282490,0.041,0.002
2416,1483863,2022,CHN,BDI,850710,291.028,136.889
2417,1483864,2022,CHN,BDI,850720,221.934,53.856
2418,1485944,2022,CHN,BLR,780600,12.902,10.674
2419,1486535,2022,CHN,BLR,850710,74.936,19.401
2420,1486536,2022,CHN,BLR,850720,3200.657,645.347
2421,1489360,2022,CHN,KHM,721020,182.391,196.2
2422,1489657,2022,CHN,KHM,780191,2.084,1.042
2423,1489658,2022,CHN,KHM,780419,331.69,91.568
2424,1489659,2022,CHN,KHM,780600,13.709,3.884
2425,1490320,2022,CHN,KHM,850710,375.703,138.461
2426,1490321,2022,CHN,KHM,850720,2178.836,500.48
2427,1492275,2022,CHN,CMR,780600,0.974,0.198
2428,1492788,2022,CHN,CMR,850710,7962.725,4405.01
2429,1492789,2022,CHN,CMR,850720,5591.726,1763.007
2430,1494092,2022,CHN,CAN,282410,62.0,20.0
2431,1494093,2022,CHN,CAN,282490,123.498,71.114
2432,1496381,2022,CHN,CAN,721020,0.063,0.011
2433,1496705,2022,CHN,CAN,780110,0.035,0.025
2434,1496706,2022,CHN,CAN,780191,228.799,67.387
2435,1496707,2022,CHN,CAN,780199,0.057,0.056
2436,1496708,2022,CHN,CAN,780200,5.106,5.578
2437,1496709,2022,CHN,CAN,780411,1.051,0.398
2438,1496710,2022,CHN,CAN,780419,5.275,0.455
2439,1496711,2022,CHN,CAN,780420,0.008,0.002
2440,1496712,2022,CHN,CAN,780600,651.522,116.82
2441,1497442,2022,CHN,CAN,850710,23873.862,7783.883
2442,1497443,2022,CHN,CAN,850720,50248.046,10636.929
2443,1497680,2022,CHN,CAN,854911,81.493,103.863
2444,1499004,2022,CHN,CPV,850710,61.352,41.377
2445,1499005,2022,CHN,CPV,850720,9.373,3.269
2446,1499701,2022,CHN,CYM,850720,6.62,1.94
2447,1500337,2022,CHN,CAF,850720,139.445,48.558
2448,1502408,2022,CHN,LKA,780199,20.32,8.0
2449,1502409,2022,CHN,LKA,780419,2.774,2.9
2450,1502410,2022,CHN,LKA,780600,427.349,141.505
2451,1503003,2022,CHN,LKA,850710,1754.057,293.667
2452,1503004,2022,CHN,LKA,850720,6218.021,1375.996
2453,1504148,2022,CHN,TCD,780600,3.205,0.301
2454,1504457,2022,CHN,TCD,850710,713.513,438.837
2455,1504458,2022,CHN,TCD,850720,892.772,297.388
2456,1505169,2022,CHN,CHL,282410,155.61,44.612
2457,1507150,2022,CHN,CHL,721020,0.242,0.001
2458,1507452,2022,CHN,CHL,780419,86.957,39.848
2459,1507453,2022,CHN,CHL,780600,793.104,129.826
2460,1508151,2022,CHN,CHL,850710,7673.922,2794.028
2461,1508152,2022,CHN,CHL,850720,18590.657,5316.996
2462,1509191,2022,CHN,COL,282410,53.117,17.0
2463,1511155,2022,CHN,COL,721020,35.691,19.47
2464,1511455,2022,CHN,COL,780411,2.501,0.293
2465,1511456,2022,CHN,COL,780419,13.273,1.758
2466,1511457,2022,CHN,COL,780600,76.496,48.284
2467,1512139,2022,CHN,COL,850710,14724.479,4318.415
2468,1512140,2022,CHN,COL,850720,21328.543,6481.19
2469,1513502,2022,CHN,COM,850710,50.605,27.92
2470,1513503,2022,CHN,COM,850720,75.882,38.7
2471,1514689,2022,CHN,COG,780419,5.808,1.4
2472,1514690,2022,CHN,COG,780600,4.326,1.163
2473,1515130,2022,CHN,COG,850710,355.561,158.862
2474,1515131,2022,CHN,COG,850720,622.293,159.83
2475,1515653,2022,CHN,COD,282410,51.0,20.0
2476,1516998,2022,CHN,COD,780419,1980.513,426.774
2477,1516999,2022,CHN,COD,780600,3397.778,611.458
2478,1517561,2022,CHN,COD,850710,6297.524,3117.874
2479,1517562,2022,CHN,COD,850720,3742.361,1067.139
2480,1520586,2022,CHN,CRI,780419,26.092,6.92
2481,1520587,2022,CHN,CRI,780600,35.063,6.446
2482,1521202,2022,CHN,CRI,850710,868.512,330.788
2483,1521203,2022,CHN,CRI,850720,1617.638,391.576
2484,1523534,2022,CHN,HRV,780600,0.065,0.004
2485,1524113,2022,CHN,HRV,850710,361.425,105.472
2486,1524114,2022,CHN,HRV,850720,1792.185,590.071
2487,1525579,2022,CHN,CUB,780110,3.093,1.536
2488,1525958,2022,CHN,CUB,850710,1724.911,1058.84
2489,1525959,2022,CHN,CUB,850720,1257.655,234.268
2490,1527884,2022,CHN,CYP,780600,2.325,0.5
2491,1528433,2022,CHN,CYP,850710,200.929,46.684
2492,1528434,2022,CHN,CYP,850720,338.294,94.254
2493,1531765,2022,CHN,CZE,780199,0.029,0.002
2494,1531766,2022,CHN,CZE,780419,0.125,0.005
2495,1531767,2022,CHN,CZE,780600,39.915,4.122
2496,1532461,2022,CHN,CZE,850710,1967.911,612.458
2497,1532462,2022,CHN,CZE,850720,8324.567,2330.471
2498,1532698,2022,CHN,CZE,854911,8.91,0.095
2499,1534415,2022,CHN,BEN,721020,0.364,1.48
2500,1534623,2022,CHN,BEN,780110,3.36,3.0
2501,1534624,2022,CHN,BEN,780199,66.523,3.087
2502,1534625,2022,CHN,BEN,780419,2.124,0.032
2503,1534626,2022,CHN,BEN,780600,12.818,2.078
2504,1535133,2022,CHN,BEN,850710,4722.961,1306.114
2505,1535134,2022,CHN,BEN,850720,5210.21,1528.585
2506,1535971,2022,CHN,DNK,260700,0.159,0.001
2507,1536010,2022,CHN,DNK,282490,0.371,0.022
2508,1538119,2022,CHN,DNK,780110,0.74,0.2
2509,1538120,2022,CHN,DNK,780600,1.605,0.084
2510,1538778,2022,CHN,DNK,850710,775.241,168.125
2511,1538779,2022,CHN,DNK,850720,10342.776,2813.028
2512,1540051,2022,CHN,DMA,850710,95.429,23.631
2513,1541986,2022,CHN,DOM,780419,83.872,26.61
2514,1541987,2022,CHN,DOM,780600,0.336,0.03
2515,1542543,2022,CHN,DOM,850710,4273.152,1848.432
2516,1542544,2022,CHN,DOM,850720,4205.161,971.905
2517,1544988,2022,CHN,ECU,780411,4.2,1.0
2518,1544989,2022,CHN,ECU,780419,172.673,66.75
2519,1544990,2022,CHN,ECU,780600,2.056,0.455
2520,1545586,2022,CHN,ECU,850710,2996.152,573.984
2521,1545587,2022,CHN,ECU,850720,7278.092,1618.796
2522,1548272,2022,CHN,SLV,780600,21.805,16.532
2523,1548908,2022,CHN,SLV,850710,1152.611,296.931
2524,1548909,2022,CHN,SLV,850720,1351.428,285.062
2525,1550052,2022,CHN,GNQ,721020,21.3,23.55
2526,1550176,2022,CHN,GNQ,780419,22.13,3.899
2527,1550479,2022,CHN,GNQ,850710,167.638,102.663
2528,1550480,2022,CHN,GNQ,850720,276.961,60.602
2529,1551115,2022,CHN,ETH,282490,8.516,2.443
2530,1552776,2022,CHN,ETH,721020,33.084,5.76
2531,1553058,2022,CHN,ETH,780411,1.519,0.127
2532,1553059,2022,CHN,ETH,780419,552.488,224.988
2533,1553060,2022,CHN,ETH,780600,3.649,0.556
2534,1553720,2022,CHN,ETH,850710,661.53,202.052
2535,1553721,2022,CHN,ETH,850720,3357.926,440.969
2536,1554966,2022,CHN,ERI,850720,173.261,29.298
2537,1557207,2022,CHN,EST,780420,0.632,0.002
2538,1557208,2022,CHN,EST,780600,0.846,0.092
2539,1557776,2022,CHN,EST,850710,31.76,6.221
2540,1557777,2022,CHN,EST,850720,381.664,111.993
2541,1560211,2022,CHN,FJI,780110,71.471,25.715
2542,1560212,2022,CHN,FJI,780199,29.076,16.574
2543,1560213,2022,CHN,FJI,780411,3.282,0.9
2544,1560214,2022,CHN,FJI,780419,15.386,4.479
2545,1560215,2022,CHN,FJI,780600,2.724,0.725
2546,1560782,2022,CHN,FJI,850710,583.634,208.09
2547,1560783,2022,CHN,FJI,850720,1094.576,218.667
2548,1563802,2022,CHN,FIN,780600,8.966,0.8
2549,1564432,2022,CHN,FIN,850710,2477.049,739.087
2550,1564433,2022,CHN,FIN,850720,5745.258,1443.589
2551,1567830,2022,CHN,FRA,721020,5.851,1.412
2552,1568142,2022,CHN,FRA,780110,0.889,0.089
2553,1568143,2022,CHN,FRA,780191,0.45,0.075
2554,1568144,2022,CHN,FRA,780199,38.312,3.129
2555,1568145,2022,CHN,FRA,780200,0.011,0.006
2556,1568146,2022,CHN,FRA,780411,0.518,0.013
2557,1568147,2022,CHN,FRA,780419,0.925,0.137
2558,1568148,2022,CHN,FRA,780420,0.671,0.122
2559,1568149,2022,CHN,FRA,780600,180.16,18.464
2560,1568872,2022,CHN,FRA,850710,16061.276,3682.084
2561,1568873,2022,CHN,FRA,850720,55855.561,13450.982
2562,1570710,2022,CHN,PYF,850710,169.454,45.015
2563,1570711,2022,CHN,PYF,850720,1405.177,105.769
2564,1572215,2022,CHN,DJI,721020,1.54,4.121
2565,1572937,2022,CHN,DJI,850710,716.726,404.595
2566,1572938,2022,CHN,DJI,850720,2897.0,712.44
2567,1574289,2022,CHN,GAB,780600,0.615,0.222
2568,1574707,2022,CHN,GAB,850710,511.115,205.149
2569,1574708,2022,CHN,GAB,850720,781.083,256.406
2570,1576442,2022,CHN,GEO,780600,6.368,3.131
2571,1576977,2022,CHN,GEO,850710,131.388,60.121
2572,1576978,2022,CHN,GEO,850720,2301.985,494.729
2573,1578188,2022,CHN,GMB,780419,0.24,0.101
2574,1578508,2022,CHN,GMB,850710,1708.802,985.277
2575,1578509,2022,CHN,GMB,850720,978.45,296.323
2576,1579770,2022,CHN,PSE,850720,615.287,197.311
2577,1580828,2022,CHN,DEU,282410,1.054,0.003
2578,1580829,2022,CHN,DEU,282490,1.546,0.108
2579,1583393,2022,CHN,DEU,780110,3366.69,1569.784
2580,1583394,2022,CHN,DEU,780199,43.347,5.701
2581,1583395,2022,CHN,DEU,780411,0.388,0.11
2582,1583396,2022,CHN,DEU,780419,19.571,2.362
2583,1583397,2022,CHN,DEU,780420,0.892,0.042
2584,1583398,2022,CHN,DEU,780600,263.813,30.159
2585,1584124,2022,CHN,DEU,850710,33662.683,8005.851
2586,1584125,2022,CHN,DEU,850720,133450.526,32270.478
2587,1584360,2022,CHN,DEU,854911,6.738,11.091
2588,1586570,2022,CHN,GHA,780199,4.707,2.0
2589,1586571,2022,CHN,GHA,780419,23.25,9.729
2590,1586572,2022,CHN,GHA,780600,30.574,12.429
2591,1587159,2022,CHN,GHA,850710,41709.689,12555.025
2592,1587160,2022,CHN,GHA,850720,18241.004,3179.408
2593,1588605,2022,CHN,KIR,850710,90.969,35.016
2594,1588606,2022,CHN,KIR,850720,190.64,42.939
2595,1590949,2022,CHN,GRC,780600,15.832,5.56
2596,1591585,2022,CHN,GRC,850710,4884.388,1033.054
2597,1591586,2022,CHN,GRC,850720,8815.829,3064.18
2598,1592968,2022,CHN,GRD,850710,1.012,0.195
2599,1592969,2022,CHN,GRD,850720,7.665,0.846
2600,1593496,2022,CHN,GTM,282490,60.8,25.029
2601,1595562,2022,CHN,GTM,780419,15.023,5.829
2602,1595563,2022,CHN,GTM,780600,11.108,2.385
2603,1596214,2022,CHN,GTM,850710,3272.918,870.104
2604,1596215,2022,CHN,GTM,850720,2034.828,505.313
2605,1597921,2022,CHN,GIN,721020,12.603,5.351
2606,1598137,2022,CHN,GIN,780411,0.091,0.008
2607,1598138,2022,CHN,GIN,780419,9.093,0.55
2608,1598139,2022,CHN,GIN,780600,8.569,9.06
2609,1598649,2022,CHN,GIN,850710,10303.02,4060.665
2610,1598650,2022,CHN,GIN,850720,4874.951,1112.938
2611,1600077,2022,CHN,GUY,780199,1.311,0.126
2612,1600078,2022,CHN,GUY,780411,0.083,0.1
2613,1600079,2022,CHN,GUY,780419,518.029,86.952
2614,1600080,2022,CHN,GUY,780600,6.697,0.689
2615,1600541,2022,CHN,GUY,850710,22.58,8.719
2616,1600542,2022,CHN,GUY,850720,535.139,136.223
2617,1601745,2022,CHN,HTI,780411,5.576,2.07
2618,1601746,2022,CHN,HTI,780600,0.156,0.025
2619,1602077,2022,CHN,HTI,850710,1961.188,484.673
2620,1602078,2022,CHN,HTI,850720,2534.794,635.713
2621,1603692,2022,CHN,HND,780419,57.831,18.945
2622,1604203,2022,CHN,HND,850710,1226.424,277.426
2623,1604204,2022,CHN,HND,850720,2285.354,328.556
2624,1607809,2022,CHN,HKG,780110,107.263,51.552
2625,1607810,2022,CHN,HKG,780199,1.162,0.068
2626,1607811,2022,CHN,HKG,780411,9.024,1.365
2627,1607812,2022,CHN,HKG,780419,484.923,155.595
2628,1607813,2022,CHN,HKG,780600,928.177,152.373
2629,1608494,2022,CHN,HKG,850710,877.036,314.483
2630,1608495,2022,CHN,HKG,850720,26646.628,6667.905
2631,1611399,2022,CHN,HUN,780411,2.68,0.58
2632,1611400,2022,CHN,HUN,780419,18.492,0.581
2633,1611401,2022,CHN,HUN,780600,23.417,3.874
2634,1612062,2022,CHN,HUN,850710,404.348,82.309
2635,1612063,2022,CHN,HUN,850720,4930.844,1216.137
2636,1614699,2022,CHN,ISL,780110,0.745,0.134
2637,1614700,2022,CHN,ISL,780419,0.253,0.008
2638,1614701,2022,CHN,ISL,780600,0.118,0.005
2639,1615274,2022,CHN,ISL,850710,40.608,6.913
2640,1615275,2022,CHN,ISL,850720,124.713,22.221
2641,1616351,2022,CHN,IDN,260700,68.029,364.661
2642,1616445,2022,CHN,IDN,282410,0.371,0.105
2643,1618655,2022,CHN,IDN,721020,25.743,37.394
2644,1618980,2022,CHN,IDN,780110,231.134,48.187
2645,1618981,2022,CHN,IDN,780191,178.94,38.076
2646,1618982,2022,CHN,IDN,780199,5.929,0.379
2647,1618983,2022,CHN,IDN,780411,8.859,4.093
2648,1618984,2022,CHN,IDN,780419,69.112,14.026
2649,1618985,2022,CHN,IDN,780420,10.509,45.262
2650,1618986,2022,CHN,IDN,780600,409.866,50.805
2651,1619714,2022,CHN,IDN,850710,45755.034,18042.563
2652,1619715,2022,CHN,IDN,850720,57369.451,20799.391
2653,1619950,2022,CHN,IDN,854911,10.238,4.02
2654,1620589,2022,CHN,IRN,282490,163.5,75.0
2655,1622247,2022,CHN,IRN,780419,169.56,35.726
2656,1622248,2022,CHN,IRN,780600,503.151,165.793
2657,1622869,2022,CHN,IRN,850710,477.055,133.426
2658,1622870,2022,CHN,IRN,850720,6686.451,1851.228
2659,1625039,2022,CHN,IRQ,780411,0.12,0.023
2660,1625040,2022,CHN,IRQ,780419,20.09,0.845
2661,1625041,2022,CHN,IRQ,780600,0.765,0.138
2662,1625620,2022,CHN,IRQ,850710,57618.045,19506.251
2663,1625621,2022,CHN,IRQ,850720,22451.524,3913.743
2664,1629175,2022,CHN,IRL,780110,0.001,
2665,1629176,2022,CHN,IRL,780191,1.445,0.729
2666,1629177,2022,CHN,IRL,780411,0.21,0.025
2667,1629178,2022,CHN,IRL,780419,0.049,0.004
2668,1629179,2022,CHN,IRL,780420,0.09,0.038
2669,1629180,2022,CHN,IRL,780600,6.124,0.064
2670,1629875,2022,CHN,IRL,850710,303.432,98.171
2671,1629876,2022,CHN,IRL,850720,3626.107,525.449
2672,1630930,2022,CHN,ISR,282490,5.052,2.206
2673,1632772,2022,CHN,ISR,721020,2.491,2.198
2674,1633062,2022,CHN,ISR,780199,0.836,0.44
2675,1633063,2022,CHN,ISR,780419,1.939,0.172
2676,1633064,2022,CHN,ISR,780600,18.092,0.385
2677,1633731,2022,CHN,ISR,850710,788.688,264.221
2678,1633732,2022,CHN,ISR,850720,21222.391,5020.933
2679,1634863,2022,CHN,ITA,282490,116.817,4.2
2680,1636918,2022,CHN,ITA,721020,6.602,0.572
2681,1637229,2022,CHN,ITA,780110,2171.645,1014.53
2682,1637230,2022,CHN,ITA,780191,0.031,0.024
2683,1637231,2022,CHN,ITA,780600,289.47,16.262
2684,1637933,2022,CHN,ITA,850710,15988.75,3725.683
2685,1637934,2022,CHN,ITA,850720,61937.259,19845.852
2686,1640058,2022,CHN,CIV,780419,8.565,1.238
2687,1640603,2022,CHN,CIV,850710,11933.559,3997.676
2688,1640604,2022,CHN,CIV,850720,8776.357,2345.737
2689,1642446,2022,CHN,JAM,721020,1.625,2.0
2690,1642680,2022,CHN,JAM,780419,3.824,1.11
2691,1642681,2022,CHN,JAM,780600,3.837,0.525
2692,1643236,2022,CHN,JAM,850710,1186.686,334.018
2693,1643237,2022,CHN,JAM,850720,755.839,147.013
2694,1644483,2022,CHN,JPN,282410,321.248,100.0
2695,1644484,2022,CHN,JPN,282490,12.471,0.2
2696,1647029,2022,CHN,JPN,780110,9300.273,3774.741
2697,1647030,2022,CHN,JPN,780191,0.005,0.001
2698,1647031,2022,CHN,JPN,780199,510.075,151.331
2699,1647032,2022,CHN,JPN,780411,0.787,0.052
2700,1647033,2022,CHN,JPN,780419,457.048,177.728
2701,1647034,2022,CHN,JPN,780420,1.375,0.055
2702,1647035,2022,CHN,JPN,780600,1750.147,292.057
2703,1647750,2022,CHN,JPN,850710,14660.946,3479.56
2704,1647751,2022,CHN,JPN,850720,21614.626,4845.382
2705,1648795,2022,CHN,KAZ,260700,0.048,0.015
2706,1648837,2022,CHN,KAZ,282410,127.815,48.0
2707,1650543,2022,CHN,KAZ,721020,157.214,210.606
2708,1650833,2022,CHN,KAZ,780110,6.0,7.2
2709,1650834,2022,CHN,KAZ,780411,17.12,8.56
2710,1650835,2022,CHN,KAZ,780419,108.533,39.247
2711,1650836,2022,CHN,KAZ,780600,287.175,542.848
2712,1651509,2022,CHN,KAZ,850710,522.78,160.48
2713,1651510,2022,CHN,KAZ,850720,7660.366,2263.096
2714,1654332,2022,CHN,JOR,780419,4.222,1.605
2715,1654333,2022,CHN,JOR,780600,2.168,0.38
2716,1654951,2022,CHN,JOR,850710,183.739,45.966
2717,1654952,2022,CHN,JOR,850720,9220.385,2149.262
2718,1655883,2022,CHN,KEN,282410,51.0,20.0
2719,1657666,2022,CHN,KEN,721020,331.253,120.895
2720,1657952,2022,CHN,KEN,780200,3.909,11.03
2721,1657953,2022,CHN,KEN,780419,78.201,6.007
2722,1657954,2022,CHN,KEN,780420,0.198,0.222
2723,1657955,2022,CHN,KEN,780600,1.954,1.59
2724,1658628,2022,CHN,KEN,850710,3590.147,1268.826
2725,1658629,2022,CHN,KEN,850720,19142.133,4264.907
2726,1661474,2022,CHN,KOR,282490,19.995,0.326
2727,1663791,2022,CHN,KOR,721020,0.1,0.033
2728,1664119,2022,CHN,KOR,780110,263.182,9.869
2729,1664120,2022,CHN,KOR,780411,2.291,0.028
2730,1664121,2022,CHN,KOR,780419,42.301,11.682
2731,1664122,2022,CHN,KOR,780420,28.237,3.005
2732,1664123,2022,CHN,KOR,780600,514.273,68.382
2733,1664858,2022,CHN,KOR,850710,6960.628,1181.426
2734,1664859,2022,CHN,KOR,850720,23620.862,7333.958
2735,1665963,2022,CHN,KWT,282490,1.289,0.559
2736,1667885,2022,CHN,KWT,780411,3.127,0.11
2737,1667886,2022,CHN,KWT,780419,4.477,3.914
2738,1667887,2022,CHN,KWT,780600,0.699,0.002
2739,1668513,2022,CHN,KWT,850710,4504.718,2119.413
2740,1668514,2022,CHN,KWT,850720,2506.955,710.944
2741,1669695,2022,CHN,KGZ,381111,0.084,0.02
2742,1670956,2022,CHN,KGZ,780419,0.389,0.02
2743,1670957,2022,CHN,KGZ,780420,67.088,16.934
2744,1670958,2022,CHN,KGZ,780600,11.069,1.009
2745,1671568,2022,CHN,KGZ,850710,537.51,138.256
2746,1671569,2022,CHN,KGZ,850720,1644.971,496.178
2747,1673374,2022,CHN,LAO,721020,25.855,25.855
2748,1673608,2022,CHN,LAO,780419,92.311,2.415
2749,1673609,2022,CHN,LAO,780600,6.879,2.964
2750,1674151,2022,CHN,LAO,850710,1132.865,339.499
2751,1674152,2022,CHN,LAO,850720,2238.853,403.241
2752,1676313,2022,CHN,LBN,780419,0.375,0.023
2753,1676314,2022,CHN,LBN,780600,0.362,0.039
2754,1676837,2022,CHN,LBN,850710,4901.685,1635.316
2755,1676838,2022,CHN,LBN,850720,33381.307,8563.193
2756,1677687,2022,CHN,LSO,780419,59.495,17.5
2757,1679635,2022,CHN,LVA,780411,5.022,0.087
2758,1679636,2022,CHN,LVA,780600,0.004,0.001
2759,1680169,2022,CHN,LVA,850710,37.887,7.789
2760,1680170,2022,CHN,LVA,850720,89.725,30.863
2761,1682041,2022,CHN,LBR,850710,889.788,407.835
2762,1682042,2022,CHN,LBR,850720,507.852,162.964
2763,1684078,2022,CHN,LBY,850710,1735.772,901.686
2764,1684079,2022,CHN,LBY,850720,4083.704,890.641
2765,1686373,2022,CHN,LTU,780600,17.752,3.54
2766,1686940,2022,CHN,LTU,850710,86.656,36.452
2767,1686941,2022,CHN,LTU,850720,738.316,192.029
2768,1689241,2022,CHN,LUX,780600,0.034,0.001
2769,1689712,2022,CHN,LUX,850710,8.082,4.393
2770,1689713,2022,CHN,LUX,850720,106.229,31.784
2771,1692306,2022,CHN,MAC,780419,51.141,35.937
2772,1692307,2022,CHN,MAC,780600,3.359,6.596
2773,1692775,2022,CHN,MAC,850710,802.55,141.638
2774,1692776,2022,CHN,MAC,850720,336.666,126.864
2775,1695184,2022,CHN,MDG,780110,0.106,0.283
2776,1695185,2022,CHN,MDG,780199,0.343,0.2
2777,1695186,2022,CHN,MDG,780600,1.165,0.434
2778,1695764,2022,CHN,MDG,850710,2708.139,2064.34
2779,1695765,2022,CHN,MDG,850720,1892.167,1090.194
2780,1696961,2022,CHN,MWI,721020,45.049,14.82
2781,1697087,2022,CHN,MWI,780600,0.511,0.06
2782,1697495,2022,CHN,MWI,850710,100.683,51.719
2783,1697496,2022,CHN,MWI,850720,111.575,26.96
2784,1698554,2022,CHN,MYS,260700,8.941,1.224
2785,1698649,2022,CHN,MYS,282490,1138.653,452.928
2786,1700802,2022,CHN,MYS,721020,987.451,628.263
2787,1701126,2022,CHN,MYS,780110,11008.275,4501.854
2788,1701127,2022,CHN,MYS,780191,2725.624,767.305
2789,1701128,2022,CHN,MYS,780199,2541.474,576.644
2790,1701129,2022,CHN,MYS,780200,30.241,32.6
2791,1701130,2022,CHN,MYS,780411,818.763,51.407
2792,1701131,2022,CHN,MYS,780419,14852.912,656.413
2793,1701132,2022,CHN,MYS,780600,1777.962,769.61
2794,1701851,2022,CHN,MYS,850710,50037.381,20390.663
2795,1701852,2022,CHN,MYS,850720,108162.252,29004.673
